Qualification,Exam,ExamVersion,Keycode,Score,OriginalScore,Moderated,Percentage,Status,Submitted,Imported,Flagged,VIP,Country,CandidateFullName,CandidateRef,CentreName,CentreCode
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,MK6DZ5X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:41:46,10/01/2012 08:41:46,False,False,Country Name 1,"""Forename1306 Surname1306""",CandidateRef1306,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HBB5LNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:43,10/01/2012 08:40:43,False,False,Country Name 1,"""Forename1305 Surname1305""",CandidateRef1305,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3CWFUNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:43,10/01/2012 08:40:43,False,False,Country Name 1,"""Forename1304 Surname1304""",CandidateRef1304,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2TFVMYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1303 Surname1303""",CandidateRef1303,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,Q83HHTX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1302 Surname1302""",CandidateRef1302,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,C4AZ75X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1301 Surname1301""",CandidateRef1301,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,B5ZURLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1300 Surname1300""",CandidateRef1300,Centre Name 13,Centre 130
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HUD8XHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1299 Surname1299""",CandidateRef1299,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WRTARHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:42,10/01/2012 08:40:42,False,False,Country Name 1,"""Forename1298 Surname1298""",CandidateRef1298,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,GVGS7LX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1297 Surname1297""",CandidateRef1297,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,T7BMFBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1296 Surname1296""",CandidateRef1296,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LD8XH9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1295 Surname1295""",CandidateRef1295,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,NZXXECX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1294 Surname1294""",CandidateRef1294,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,W3F6GFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1293 Surname1293""",CandidateRef1293,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,HFZ6GZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:41,10/01/2012 08:40:41,False,False,Country Name 1,"""Forename1292 Surname1292""",CandidateRef1292,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,NKX9MVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:40,10/01/2012 08:40:40,False,False,Country Name 1,"""Forename1291 Surname1291""",CandidateRef1291,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UV929QX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:40,10/01/2012 08:40:40,False,False,Country Name 1,"""Forename1290 Surname1290""",CandidateRef1290,Centre Name 12,Centre 129
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,79DV3UX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:40,10/01/2012 08:40:40,False,False,Country Name 1,"""Forename1289 Surname1289""",CandidateRef1289,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,A4RTDWX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:40,10/01/2012 08:40:40,False,False,Country Name 1,"""Forename1288 Surname1288""",CandidateRef1288,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,QYH9ASX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:40,10/01/2012 08:40:40,False,False,Country Name 1,"""Forename1287 Surname1287""",CandidateRef1287,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,P775W6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1286 Surname1286""",CandidateRef1286,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2F3AEKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1285 Surname1285""",CandidateRef1285,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,GDWZN4X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1284 Surname1284""",CandidateRef1284,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LJ8B86X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1283 Surname1283""",CandidateRef1283,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,T8BJ54X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1282 Surname1282""",CandidateRef1282,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,KUBMJSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:39,10/01/2012 08:40:39,False,False,Country Name 1,"""Forename1281 Surname1281""",CandidateRef1281,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZVES8DX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1280 Surname1280""",CandidateRef1280,Centre Name 12,Centre 128
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,SRCQZYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1279 Surname1279""",CandidateRef1279,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,MTTT6NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1278 Surname1278""",CandidateRef1278,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YUTP6XX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1277 Surname1277""",CandidateRef1277,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4KDWD6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1276 Surname1276""",CandidateRef1276,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,GLFR53X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:38,10/01/2012 08:40:38,False,False,Country Name 1,"""Forename1275 Surname1275""",CandidateRef1275,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,DMCT8EX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:37,10/01/2012 08:40:37,False,False,Country Name 1,"""Forename1274 Surname1274""",CandidateRef1274,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,ZJ8E7LX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:37,10/01/2012 08:40:37,False,False,Country Name 1,"""Forename1273 Surname1273""",CandidateRef1273,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8JADASX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:37,10/01/2012 08:40:37,False,False,Country Name 1,"""Forename1272 Surname1272""",CandidateRef1272,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,5XHP3NX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:37,10/01/2012 08:40:37,False,False,Country Name 1,"""Forename1271 Surname1271""",CandidateRef1271,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2PM2RXX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:37,10/01/2012 08:40:37,False,False,Country Name 1,"""Forename1270 Surname1270""",CandidateRef1270,Centre Name 12,Centre 127
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,AN6QZ8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:36,10/01/2012 08:40:36,False,False,Country Name 1,"""Forename1269 Surname1269""",CandidateRef1269,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,VP8E52X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:36,10/01/2012 08:40:36,False,False,Country Name 1,"""Forename1268 Surname1268""",CandidateRef1268,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,7UR7E2X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:36,10/01/2012 08:40:36,False,False,Country Name 1,"""Forename1267 Surname1267""",CandidateRef1267,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,F8W2FMX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:36,10/01/2012 08:40:36,False,False,Country Name 1,"""Forename1266 Surname1266""",CandidateRef1266,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,R69W4DX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:36,10/01/2012 08:40:36,False,False,Country Name 1,"""Forename1265 Surname1265""",CandidateRef1265,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6JMSQPX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:35,10/01/2012 08:40:35,False,False,Country Name 1,"""Forename1264 Surname1264""",CandidateRef1264,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4S7C2JX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:35,10/01/2012 08:40:35,False,False,Country Name 1,"""Forename1263 Surname1263""",CandidateRef1263,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,RRDQAYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:35,10/01/2012 08:40:35,False,False,Country Name 1,"""Forename1262 Surname1262""",CandidateRef1262,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6ADD4VX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:35,10/01/2012 08:40:35,False,False,Country Name 1,"""Forename1261 Surname1261""",CandidateRef1261,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,J84N59X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:35,10/01/2012 08:40:35,False,False,Country Name 1,"""Forename1260 Surname1260""",CandidateRef1260,Centre Name 12,Centre 126
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,D3GYYKX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:34,10/01/2012 08:40:34,False,False,Country Name 1,"""Forename1259 Surname1259""",CandidateRef1259,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,9W6MD5X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:34,10/01/2012 08:40:34,False,False,Country Name 1,"""Forename1258 Surname1258""",CandidateRef1258,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,PZNYDAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:34,10/01/2012 08:40:34,False,False,Country Name 1,"""Forename1257 Surname1257""",CandidateRef1257,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4FGDCSX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:34,10/01/2012 08:40:34,False,False,Country Name 1,"""Forename1256 Surname1256""",CandidateRef1256,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,JNWHWFX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:34,10/01/2012 08:40:34,False,False,Country Name 1,"""Forename1255 Surname1255""",CandidateRef1255,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3MEAZ3X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:33,10/01/2012 08:40:33,False,False,Country Name 1,"""Forename1254 Surname1254""",CandidateRef1254,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,8P24NVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:33,10/01/2012 08:40:33,False,False,Country Name 1,"""Forename1253 Surname1253""",CandidateRef1253,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,N7ZY99X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:33,10/01/2012 08:40:33,False,False,Country Name 1,"""Forename1252 Surname1252""",CandidateRef1252,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,4M2RBLX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:33,10/01/2012 08:40:33,False,False,Country Name 1,"""Forename1251 Surname1251""",CandidateRef1251,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6TSRSZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:33,10/01/2012 08:40:33,False,False,Country Name 1,"""Forename1250 Surname1250""",CandidateRef1250,Centre Name 12,Centre 125
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,VRDSJBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1249 Surname1249""",CandidateRef1249,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,2E22JHX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1248 Surname1248""",CandidateRef1248,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,AV8X5UX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1247 Surname1247""",CandidateRef1247,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,S9NGEDX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1246 Surname1246""",CandidateRef1246,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,WA3UT8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1245 Surname1245""",CandidateRef1245,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,745KYNX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1244 Surname1244""",CandidateRef1244,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,7YZZXMX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:32,10/01/2012 08:40:32,False,False,Country Name 1,"""Forename1243 Surname1243""",CandidateRef1243,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,DW54PYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1242 Surname1242""",CandidateRef1242,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,3KJNZ8X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1241 Surname1241""",CandidateRef1241,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YVWKS9X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1240 Surname1240""",CandidateRef1240,Centre Name 12,Centre 124
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,7RJY8PX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1239 Surname1239""",CandidateRef1239,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TGBDAUX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1238 Surname1238""",CandidateRef1238,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,39V3S6X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:31,10/01/2012 08:40:31,False,False,Country Name 1,"""Forename1237 Surname1237""",CandidateRef1237,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,6GTEXEX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:30,10/01/2012 08:40:30,False,False,Country Name 1,"""Forename1236 Surname1236""",CandidateRef1236,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,V4B6YYX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:30,10/01/2012 08:40:30,False,False,Country Name 1,"""Forename1235 Surname1235""",CandidateRef1235,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,NE5H6CX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:30,10/01/2012 08:40:30,False,False,Country Name 1,"""Forename1234 Surname1234""",CandidateRef1234,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,SRYBA3X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:30,10/01/2012 08:40:30,False,False,Country Name 1,"""Forename1233 Surname1233""",CandidateRef1233,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,E42MMZX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:30,10/01/2012 08:40:30,False,False,Country Name 1,"""Forename1232 Surname1232""",CandidateRef1232,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,NVU6P2X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:29,10/01/2012 08:40:29,False,False,Country Name 1,"""Forename1231 Surname1231""",CandidateRef1231,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LLPUQQX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:29,10/01/2012 08:40:29,False,False,Country Name 1,"""Forename1230 Surname1230""",CandidateRef1230,Centre Name 12,Centre 123
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YX7358X1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:29,10/01/2012 08:40:29,False,False,Country Name 1,"""Forename1229 Surname1229""",CandidateRef1229,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,LBLFWMX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:29,10/01/2012 08:40:29,False,False,Country Name 1,"""Forename1228 Surname1228""",CandidateRef1228,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,KAB6ENX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:29,10/01/2012 08:40:29,False,False,Country Name 1,"""Forename1227 Surname1227""",CandidateRef1227,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,UDFREVX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:28,10/01/2012 08:40:28,False,False,Country Name 1,"""Forename1226 Surname1226""",CandidateRef1226,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,TKFUSAX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:28,10/01/2012 08:40:28,False,False,Country Name 1,"""Forename1225 Surname1225""",CandidateRef1225,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,YX9Z2JX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:28,10/01/2012 08:40:28,False,False,Country Name 1,"""Forename1224 Surname1224""",CandidateRef1224,Centre Name 12,Centre 122
BTL Std (B) Human Marked Qual,BTL Std (B) Human Marked Exam NoRec NoInv,BTL Std (B) Human Marked EVer,9D48LBX1,-/79.00,-/79.00,False,-,Marking not started,10/01/2012 08:40:28,10/01/2012 08:40:28,False,False,Country Name 1,"""Forename1223 Surname1223""",CandidateRef1223,Centre Name 12,Centre 122
